 1286.66	 1239.59	   22.67
 1320.78	 1238.71	   38.41
 1363.14	 1239.16	   39.34
 1382.97	 1238.91	   39.97
 1391.18	 1239.19	   40.37
 1401.09	 1239.25	   39.81
 1410.30	 1239.22	   40.64
 1421.42	 1239.36	   41.89
 1431.61	 1239.33	   41.63
 1416.95	 1239.25	   42.02
 1462.69	 1239.22	   41.68
 1445.79	 1239.55	   40.98
