  670.99	  633.31	   19.69
  687.27	  633.32	   26.10
  708.03	  633.37	   27.01
  722.76	  633.36	   26.92
  729.61	  633.36	   27.48
  741.99	  633.30	   26.42
  758.68	  633.29	   26.23
  765.51	  633.33	   25.86
  775.43	  633.41	   26.20
  789.60	  633.71	   26.61
  795.43	  634.96	   26.58
  775.37	  635.80	   26.38
